/Users/scotty/leads.now/bench/runs/round1__skillit__clamped/work/orgs/npi__orgs__any__284__s0.json	https://npiregistry.cms.hhs.gov/api/?version=2.1&enumeration_type=NPI-2&limit=200&skip=0&postal_code=284%2A
/Users/scotty/leads.now/bench/runs/round1__skillit__clamped/work/orgs/npi__orgs__any__294__s0.json	https://npiregistry.cms.hhs.gov/api/?version=2.1&enumeration_type=NPI-2&limit=200&skip=0&postal_code=294%2A
/Users/scotty/leads.now/bench/runs/round1__skillit__clamped/work/orgs/npi__orgs__any__295__s0.json	https://npiregistry.cms.hhs.gov/api/?version=2.1&enumeration_type=NPI-2&limit=200&skip=0&postal_code=295%2A
/Users/scotty/leads.now/bench/runs/round1__skillit__clamped/work/orgs/npi__orgs__any__284__s200.json	https://npiregistry.cms.hhs.gov/api/?version=2.1&enumeration_type=NPI-2&limit=200&skip=200&postal_code=284%2A
/Users/scotty/leads.now/bench/runs/round1__skillit__clamped/work/orgs/npi__orgs__any__294__s200.json	https://npiregistry.cms.hhs.gov/api/?version=2.1&enumeration_type=NPI-2&limit=200&skip=200&postal_code=294%2A
/Users/scotty/leads.now/bench/runs/round1__skillit__clamped/work/orgs/npi__orgs__any__295__s200.json	https://npiregistry.cms.hhs.gov/api/?version=2.1&enumeration_type=NPI-2&limit=200&skip=200&postal_code=295%2A
/Users/scotty/leads.now/bench/runs/round1__skillit__clamped/work/orgs/npi__orgs__any__284__s400.json	https://npiregistry.cms.hhs.gov/api/?version=2.1&enumeration_type=NPI-2&limit=200&skip=400&postal_code=284%2A
/Users/scotty/leads.now/bench/runs/round1__skillit__clamped/work/orgs/npi__orgs__any__294__s400.json	https://npiregistry.cms.hhs.gov/api/?version=2.1&enumeration_type=NPI-2&limit=200&skip=400&postal_code=294%2A
/Users/scotty/leads.now/bench/runs/round1__skillit__clamped/work/orgs/npi__orgs__any__295__s400.json	https://npiregistry.cms.hhs.gov/api/?version=2.1&enumeration_type=NPI-2&limit=200&skip=400&postal_code=295%2A
/Users/scotty/leads.now/bench/runs/round1__skillit__clamped/work/orgs/npi__orgs__any__284__s600.json	https://npiregistry.cms.hhs.gov/api/?version=2.1&enumeration_type=NPI-2&limit=200&skip=600&postal_code=284%2A
/Users/scotty/leads.now/bench/runs/round1__skillit__clamped/work/orgs/npi__orgs__any__294__s600.json	https://npiregistry.cms.hhs.gov/api/?version=2.1&enumeration_type=NPI-2&limit=200&skip=600&postal_code=294%2A
/Users/scotty/leads.now/bench/runs/round1__skillit__clamped/work/orgs/npi__orgs__any__295__s600.json	https://npiregistry.cms.hhs.gov/api/?version=2.1&enumeration_type=NPI-2&limit=200&skip=600&postal_code=295%2A
/Users/scotty/leads.now/bench/runs/round1__skillit__clamped/work/orgs/npi__orgs__any__284__s800.json	https://npiregistry.cms.hhs.gov/api/?version=2.1&enumeration_type=NPI-2&limit=200&skip=800&postal_code=284%2A
/Users/scotty/leads.now/bench/runs/round1__skillit__clamped/work/orgs/npi__orgs__any__294__s800.json	https://npiregistry.cms.hhs.gov/api/?version=2.1&enumeration_type=NPI-2&limit=200&skip=800&postal_code=294%2A
/Users/scotty/leads.now/bench/runs/round1__skillit__clamped/work/orgs/npi__orgs__any__295__s800.json	https://npiregistry.cms.hhs.gov/api/?version=2.1&enumeration_type=NPI-2&limit=200&skip=800&postal_code=295%2A
/Users/scotty/leads.now/bench/runs/round1__skillit__clamped/work/orgs/npi__orgs__any__284__s1000.json	https://npiregistry.cms.hhs.gov/api/?version=2.1&enumeration_type=NPI-2&limit=200&skip=1000&postal_code=284%2A
/Users/scotty/leads.now/bench/runs/round1__skillit__clamped/work/orgs/npi__orgs__any__294__s1000.json	https://npiregistry.cms.hhs.gov/api/?version=2.1&enumeration_type=NPI-2&limit=200&skip=1000&postal_code=294%2A
/Users/scotty/leads.now/bench/runs/round1__skillit__clamped/work/orgs/npi__orgs__any__295__s1000.json	https://npiregistry.cms.hhs.gov/api/?version=2.1&enumeration_type=NPI-2&limit=200&skip=1000&postal_code=295%2A
