/Users/scotty/leads.now/bench/runs/round1__skillit__clamped/work/orgs5/npi__orgs__any__28422__s0.json	https://npiregistry.cms.hhs.gov/api/?version=2.1&enumeration_type=NPI-2&limit=200&skip=0&postal_code=28422
/Users/scotty/leads.now/bench/runs/round1__skillit__clamped/work/orgs5/npi__orgs__any__28468__s0.json	https://npiregistry.cms.hhs.gov/api/?version=2.1&enumeration_type=NPI-2&limit=200&skip=0&postal_code=28468
/Users/scotty/leads.now/bench/runs/round1__skillit__clamped/work/orgs5/npi__orgs__any__28470__s0.json	https://npiregistry.cms.hhs.gov/api/?version=2.1&enumeration_type=NPI-2&limit=200&skip=0&postal_code=28470
/Users/scotty/leads.now/bench/runs/round1__skillit__clamped/work/orgs5/npi__orgs__any__28472__s0.json	https://npiregistry.cms.hhs.gov/api/?version=2.1&enumeration_type=NPI-2&limit=200&skip=0&postal_code=28472
/Users/scotty/leads.now/bench/runs/round1__skillit__clamped/work/orgs5/npi__orgs__any__29440__s0.json	https://npiregistry.cms.hhs.gov/api/?version=2.1&enumeration_type=NPI-2&limit=200&skip=0&postal_code=29440
/Users/scotty/leads.now/bench/runs/round1__skillit__clamped/work/orgs5/npi__orgs__any__29526__s0.json	https://npiregistry.cms.hhs.gov/api/?version=2.1&enumeration_type=NPI-2&limit=200&skip=0&postal_code=29526
/Users/scotty/leads.now/bench/runs/round1__skillit__clamped/work/orgs5/npi__orgs__any__29566__s0.json	https://npiregistry.cms.hhs.gov/api/?version=2.1&enumeration_type=NPI-2&limit=200&skip=0&postal_code=29566
/Users/scotty/leads.now/bench/runs/round1__skillit__clamped/work/orgs5/npi__orgs__any__29569__s0.json	https://npiregistry.cms.hhs.gov/api/?version=2.1&enumeration_type=NPI-2&limit=200&skip=0&postal_code=29569
/Users/scotty/leads.now/bench/runs/round1__skillit__clamped/work/orgs5/npi__orgs__any__29572__s0.json	https://npiregistry.cms.hhs.gov/api/?version=2.1&enumeration_type=NPI-2&limit=200&skip=0&postal_code=29572
/Users/scotty/leads.now/bench/runs/round1__skillit__clamped/work/orgs5/npi__orgs__any__29574__s0.json	https://npiregistry.cms.hhs.gov/api/?version=2.1&enumeration_type=NPI-2&limit=200&skip=0&postal_code=29574
/Users/scotty/leads.now/bench/runs/round1__skillit__clamped/work/orgs5/npi__orgs__any__29576__s0.json	https://npiregistry.cms.hhs.gov/api/?version=2.1&enumeration_type=NPI-2&limit=200&skip=0&postal_code=29576
/Users/scotty/leads.now/bench/runs/round1__skillit__clamped/work/orgs5/npi__orgs__any__29577__s0.json	https://npiregistry.cms.hhs.gov/api/?version=2.1&enumeration_type=NPI-2&limit=200&skip=0&postal_code=29577
/Users/scotty/leads.now/bench/runs/round1__skillit__clamped/work/orgs5/npi__orgs__any__29579__s0.json	https://npiregistry.cms.hhs.gov/api/?version=2.1&enumeration_type=NPI-2&limit=200&skip=0&postal_code=29579
/Users/scotty/leads.now/bench/runs/round1__skillit__clamped/work/orgs5/npi__orgs__any__29582__s0.json	https://npiregistry.cms.hhs.gov/api/?version=2.1&enumeration_type=NPI-2&limit=200&skip=0&postal_code=29582
/Users/scotty/leads.now/bench/runs/round1__skillit__clamped/work/orgs5/npi__orgs__any__29585__s0.json	https://npiregistry.cms.hhs.gov/api/?version=2.1&enumeration_type=NPI-2&limit=200&skip=0&postal_code=29585
/Users/scotty/leads.now/bench/runs/round1__skillit__clamped/work/orgs5/npi__orgs__any__29588__s0.json	https://npiregistry.cms.hhs.gov/api/?version=2.1&enumeration_type=NPI-2&limit=200&skip=0&postal_code=29588
