/Users/scotty/leads.now/bench/runs/round1__skillit__clamped/work/raw/npi__pediatric-anesthesiology__any__283__s0.json	https://npiregistry.cms.hhs.gov/api/?version=2.1&enumeration_type=NPI-1&limit=200&skip=0&taxonomy_description=Pediatric+Anesthesiology&postal_code=283%2A
/Users/scotty/leads.now/bench/runs/round1__skillit__clamped/work/raw/npi__pediatric-anesthesiology__any__284__s0.json	https://npiregistry.cms.hhs.gov/api/?version=2.1&enumeration_type=NPI-1&limit=200&skip=0&taxonomy_description=Pediatric+Anesthesiology&postal_code=284%2A
/Users/scotty/leads.now/bench/runs/round1__skillit__clamped/work/raw/npi__pediatric-anesthesiology__any__294__s0.json	https://npiregistry.cms.hhs.gov/api/?version=2.1&enumeration_type=NPI-1&limit=200&skip=0&taxonomy_description=Pediatric+Anesthesiology&postal_code=294%2A
/Users/scotty/leads.now/bench/runs/round1__skillit__clamped/work/raw/npi__pediatric-anesthesiology__any__295__s0.json	https://npiregistry.cms.hhs.gov/api/?version=2.1&enumeration_type=NPI-1&limit=200&skip=0&taxonomy_description=Pediatric+Anesthesiology&postal_code=295%2A
/Users/scotty/leads.now/bench/runs/round1__skillit__clamped/work/raw/npi__anesthesiology__any__283__s0.json	https://npiregistry.cms.hhs.gov/api/?version=2.1&enumeration_type=NPI-1&limit=200&skip=0&taxonomy_description=Anesthesiology&postal_code=283%2A
/Users/scotty/leads.now/bench/runs/round1__skillit__clamped/work/raw/npi__anesthesiology__any__284__s0.json	https://npiregistry.cms.hhs.gov/api/?version=2.1&enumeration_type=NPI-1&limit=200&skip=0&taxonomy_description=Anesthesiology&postal_code=284%2A
/Users/scotty/leads.now/bench/runs/round1__skillit__clamped/work/raw/npi__anesthesiology__any__294__s0.json	https://npiregistry.cms.hhs.gov/api/?version=2.1&enumeration_type=NPI-1&limit=200&skip=0&taxonomy_description=Anesthesiology&postal_code=294%2A
/Users/scotty/leads.now/bench/runs/round1__skillit__clamped/work/raw/npi__anesthesiology__any__295__s0.json	https://npiregistry.cms.hhs.gov/api/?version=2.1&enumeration_type=NPI-1&limit=200&skip=0&taxonomy_description=Anesthesiology&postal_code=295%2A
/Users/scotty/leads.now/bench/runs/round1__skillit__clamped/work/raw/npi__anesthesiology__any__294__s200.json	https://npiregistry.cms.hhs.gov/api/?version=2.1&enumeration_type=NPI-1&limit=200&skip=200&taxonomy_description=Anesthesiology&postal_code=294%2A
/Users/scotty/leads.now/bench/runs/round1__skillit__clamped/work/raw/npi__anesthesiology__any__294__s400.json	https://npiregistry.cms.hhs.gov/api/?version=2.1&enumeration_type=NPI-1&limit=200&skip=400&taxonomy_description=Anesthesiology&postal_code=294%2A
